ticket_id,customer_id,created_date,ticket_type,priority,ticket_status,closed_date,resolution_hours,satisfaction_score,assigned_agent
T0021225,C17458,"Feb 05, 2025",Technical,Medium,Resolved,2/7/2025,70,4,D. Garcia
T0021226,C04305,"Oct 02, 2025",Cancellation,Low,Resolved,10/3/2025,41,3,C. Nguyen
T0021227,C11550,4/16/2026,Technical,Low,Closed,"Apr 19, 2026",81,1, F. Brown 
T0021228, C01816,6/5/2026,Service Quality,Urgent,Resolved,"Jun 06, 2026",36,1,H. Martinez
T0021229,C12594,5/11/2026,  Billing  ,Medium,Open,,,1,H. Martinez
T0021230,C16945,2/1/2025,Technical,High,Closed,2/5/2025,100,5,E. Wilson
T0021231,C05493,5/7/2026,Service Quality,Low,Closed,5/9/2026,64,2,B. Patel
T0021232,C01642,4/10/2025,Service Quality,Urgent,Open,,,3,B. Patel
T0021233,C11853,9/9/2025,Technical,Medium,Closed,9/9/2025,13,5,B. Patel
T0021234,C13591,4/6/2025,Service Quality,High,Open,,,4,H. Martinez
T0021235,C05655,10/16/2025,Account Access,Low,Closed,"Oct 19, 2025",77 hrs,4,A. Chen
T0021236,C03908,1/21/2026,Technical,High,Open,,,,F. Brown
T0021237,C14684,"Oct 14, 2025",Billing,High,Resolved,10/15/2025,38,2,A. Chen
T0021238,C15589,5/25/2025,Service Quality,HIGH,Resolved,5/27/2025,64,4,E. Wilson
T0021239,C07147,"May 14, 2026",Technical,Medium,Resolved,5/16/2026,67,3,C. Nguyen
T0021240,C15157,3/15/2025,Service Quality,High,Closed,"Mar 15, 2025",14,5,B. Patel
T0021241,C15235,"Jul 25, 2025",Service Quality,Low,Open,,,1,H. Martinez
T0021242,C02103,5/9/2026,Billing,Medium,Closed,"May 12, 2026",94,5,D. Garcia
T0021243,C16615,5/26/2026,Cancellation,Low,Closed,5/27/2026,30,4,F. Brown
T0021244,C00416,2/6/2026,Cancellation,Urgent,Resolved,2/6/2026,12,3,F. Brown
T0021245,C04597,4/3/2026,Billing,Medium,Open,,,3,H. Martinez
T0021246,C04681,5/8/2026,Technical,Medium,Resolved,"May 12, 2026",108,,B. Patel
T0021247,C00819,3/22/2025,Technical,low,Open,,,,F. Brown
T0021248,C15632,1/10/2026,Service Quality,Medium,Resolved,1/10/2026,17 hrs,4,B. Patel
T0021249,C12986,"Apr 10, 2026",Plan Change,High,Resolved,4/11/2026,30,2,H. Martinez
T0021250,C11590,"Jun 12, 2026",Service Quality,Low,Resolved,6/17/2026,126,2,F. BROWN
T0021251,C10650,1/13/2025,Cancellation,High,Open,,,1,G. Lee
T0021252,C07060,6/27/2026,Billing,High,Closed,6/27/2026,21,5,G. Lee
T0021253,C04645,1/19/2025,Account Access,Medium,Closed,,25,3,C. Nguyen
T0021254,C17770,6/8/2025,Account Access,Low,Resolved,6/15/2025,174,2,F. Brown
T0021255,C15090,6/19/2026,Service Quality,Medium,Closed,6/19/2026,17,2,C. Nguyen
T0021256,C02719,1/26/2026,Plan Change,Low,Resolved,1/27/2026, 37 ,4,A. Chen
T0021257,C11112,9/5/2025,Billing,Medium,Resolved,"Sep 05, 2025",17,2,A. Chen
T0021258,C12650,"Apr 12, 2025",Technical,Medium,Resolved,4/13/2025,39,4,F. Brown
T0021259,C14810,9/10/2025,Account Access,High,Open,,,1,D. Garcia
T0021260,C10507,"Jun 18, 2026",Cancellation,High,Resolved,6/19/2026,42,4,C. Nguyen
T0021261,C04187,5/20/2026,Technical,Medium,Resolved,5/21/2026, 38 ,4,A. Chen
T0021262,C02581,"Mar 03, 2025",Service Quality,High,Resolved,3/5/2025,50,5,D. Garcia
T0021263,C11766,"May 27, 2025",Plan Change,Low,Open,,, 5 ,C. Nguyen
T0021264,C11166,6/14/2025,Service Quality,Low,Closed,6/17/2025,84,5,D. Garcia
T0021265,C05199,"Feb 28, 2025",Technical,Low,Closed,2/28/2025,11,3,H. Martinez
T0021266,C10723,5/4/2026,Service Quality,High,Closed,5/5/2026,25,2,A. Chen
T0021267,C10086,11/5/2025,Billing,Low,Resolved,11/6/2025,33,1,D. Garcia
T0021268,C10560,4/8/2026,Account Access,Medium,Closed,4/9/2026, 46 ,3,B. Patel
T0021269,C06300,12/5/2025,Account Access,Low,Resolved,12/7/2025,50,4,G. Lee
T0021270,C13384,"Apr 30, 2025",Billing,High,Resolved,5/1/2025,44,2,C. Nguyen
T0021271,C06813,12/24/2025,Service Quality,High,Closed,"Dec 25, 2025",29,2,G. Lee
T0021272,C02478,"Aug 04, 2025",Technical,Low,Resolved,8/8/2025,97,2,F. Brown
T0021273,C05615,1/11/2026,Cancellation,Low,Closed,"Jan 12, 2026",44,4,H. Martinez
T0021274,C05822,6/7/2025,Service Quality,Medium,Open,,,3,E. Wilson
T0021275,C04292,2/26/2026,Billing,High,Resolved ,2/27/2026,39,1,F. Brown
T0021276,C09845,3/23/2026,cancellation,Medium,Open,,,4,G. Lee
T0021277,C13688,5/29/2025,Technical,High,Resolved,5/30/2025,33 hrs,1, E. Wilson 
T0021278,C10000,"Jun 20, 2025",Account Access,Medium,Closed,6/21/2025,32,3,G. Lee
T0021279,C12587,3/18/2025,Technical,Medium ,Resolved,3/23/2025,128,,B. Patel
T0021280,C09919,5/22/2025,Technical,Medium,Closed,5/25/2025,88,3,F. Brown
T0021281,C00830,5/27/2025,Service Quality,Medium,Resolved,5/27/2025,20,4,D. Garcia
T0021282,C09311,8/25/2025,Service Quality,High,Resolved,8/26/2025, 33 ,3,B. Patel
T0021283,C00582,"Oct 27, 2025",Technical,Medium,Resolved,10/28/2025,28,,B. Patel
T0021284,C17212,"Dec 19, 2025",Technical,Low,Open,,,,G. Lee
T0021285,C15027,2/9/2025,  Technical  ,Low,Closed,"Feb 13, 2025",99,3,B. Patel
T0021286,C06801,12/29/2025,Service Quality,High,Closed,"Dec 30, 2025",36,1,B. Patel
T0021287,C06255,10/14/2025,Technical,Medium,Closed,10/20/2025,144,2,A. Chen
T0021288,C04338,9/14/2025,Plan Change,High,Resolved,"Sep 15, 2025",30,3,B. Patel
T0021289,C13184,6/1/2025,Cancellation,Medium,Closed,6/1/2025,11,5,B. Patel
T0021290,C03807,4/6/2025,Technical,medium,Resolved,"Apr 09, 2025",90,3,G. Lee
T0021291,C02054,5/4/2026,Service Quality,Low,OPEN,,,2,H. Martinez
T0021292,C04498,12/18/2025,Service Quality,High,Open,,,2,F. Brown
T0021293,C04736,3/4/2025,Service Quality,High,Resolved,3/4/2025,14,5,E. Wilson
T0021294,C16506,3/17/2026,Account Access,Low,  Closed  ,3/19/2026,53,5,F. Brown
T0021295,C07135,9/24/2025,Cancellation ,Low,Closed,"Sep 28, 2025",99,5,D. Garcia
T0021296,C05789,12/12/2025,Technical,Medium,Closed,12/12/2025,14,5,H. Martinez
T0021297,C16687,2/8/2025,Technical,Medium,Closed,2/10/2025,70,3,B. Patel
T0021298,C08258,"Sep 28, 2025",Technical, Low,Resolved,10/8/2025,240,,E. Wilson
T0021299,C00234,"Sep 26, 2025",Technical,High,Open,,,,D. Garcia
T0021300,C09125,"Feb 13, 2026",Service Quality,Medium,Resolved,2/14/2026,43,,C. Nguyen
T0021301,C11159,4/4/2026,Technical,High,Resolved,"Apr 06, 2026",57,3,G. Lee
T0021302,C14163,6/11/2025,Service Quality,Low,Resolved,6/14/2025,73,4,H. Martinez
T0021303,C11907,"May 06, 2026",Technical,  Low  ,Closed,5/7/2026, 47 ,3,F. Brown
T0021304,C04693,"Dec 14, 2025",Technical,High,Open,,, 1 ,H. Martinez
T0021305,C08152,10/22/2025,Technical,Low, Resolved,10/23/2025,41,1,G. Lee
T0021306,C09447,11/19/2025,Cancellation,Medium,Resolved,"Nov 19, 2025",17,5,A. Chen
T0021307,C17387,6/16/2026,Plan Change,Medium,Resolved,6/16/2026,15,3,H. Martinez
T0021308,C13853,5/1/2025,Technical,High ,Open,,,1,D. Garcia
T0021309,C10600,12/18/2025,Billing,Medium,Resolved,"Dec 18, 2025",15,5,H. Martinez
T0021310,C12374,1/8/2025,Technical,Urgent,Resolved ,1/9/2025,43,5,F. Brown
T0021311,C01008,4/20/2025,Plan Change,Medium,Closed,4/20/2025,6,4,H. Martinez
T0021312,C02716,"Dec 19, 2025",Cancellation,Urgent,Open,,,1,A. Chen
T0021313,C12465,3/19/2025,Cancellation,Medium,Resolved,"Mar 19, 2025",9,,D. Garcia
T0021314,C17882,"May 21, 2025",Billing,Medium,Closed,5/22/2025,26, 2 ,D. Garcia
T0021315,C00132,3/22/2026,Cancellation,Low,Resolved,3/23/2026,38,5,A. Chen
T0021316,C13546,1/28/2025,Technical,High,Closed,1/30/2025,71,4,G. Lee
T0021317,C15196,5/7/2025,Service Quality,Medium,Resolved,5/8/2025,25,3,A. Chen
T0021318,C04151,2/3/2026,Account Access,High,Resolved,2/6/2026,73,1,D. Garcia
T0021319,C08446,"Mar 09, 2026",Technical,High,Open,,,,E. Wilson
T0021320,C09279,12/20/2025,Billing,Low,Closed,"Dec 23, 2025",82,4,C. Nguyen
T0021321,C10960,"Jan 11, 2026",Cancellation,Low,Open,,,2,F. Brown
T0021322,C17724 ,"Mar 02, 2025",Billing,Low,Resolved,3/2/2025,22,4,D. Garcia
T0021323,C14356,2/21/2026,Billing,High,Closed,2/21/2026,11,,B. Patel
T0021324,C14606,8/1/2025,Account Access,Medium,Resolved,8/2/2025,34,5,D. Garcia
T0021325, C08156,"Dec 07, 2025",Cancellation,Low,Resolved,"Dec 09, 2025",58,3,F. Brown
T0021326,C01321,6/2/2025,Technical,Medium,Open,,,,A. Chen
T0021327,C08757,"Aug 01, 2025",  Service Quality  ,Medium,Closed,8/2/2025,28,5,B. Patel
T0021328,C09351,4/15/2025,Plan Change,High,Closed,4/15/2025,9,5,C. Nguyen
T0021329,C16974,"Jul 04, 2025",Billing,Medium,Closed,7/6/2025,58,4,G. Lee
T0021330,C08705,10/30/2025,Plan Change,High,Closed,10/30/2025,15,,B. Patel
T0021331,C13600,5/31/2025,Technical,Medium,Open,,,4,G. Lee
T0021332,C15400,11/29/2025,Service Quality,High,Resolved ,11/29/2025,20,4,G. Lee
T0021333,C08493,12/6/2025,Service Quality,Medium,Resolved,12/6/2025,23,4,H. Martinez
T0021334,C02299,4/27/2026,Cancellation,High,Open,,,1,C. Nguyen
T0021335,C08573,8/24/2025,Account Access,Urgent,Resolved,"Aug 24, 2025",8,4,H. Martinez
T0021336,C06260,9/10/2025,Billing,Medium,Closed,"Sep 11, 2025",24,4,C. Nguyen
T0021337,C04861,4/15/2025,Plan Change,Medium,Resolved,4/17/2025,62,1,E. Wilson
T0021338,C09997,9/18/2025,Technical,  Medium  ,Open,,,3,F. Brown
T0021339,C01033,"Mar 07, 2026",Service Quality,Medium,Closed,3/8/2026,32,4,C. Nguyen
T0021340,C09375,9/12/2025,Account Access,Low,Open,,,2,E. Wilson
T0021341,C09772,"Apr 11, 2026",Billing,Medium,Resolved,4/12/2026,39,5,F. Brown
T0021342,C04678,12/17/2025,Account Access,Low,Open,,,1,G. Lee
T0021343,C16741,3/7/2025,Technical,Medium,Resolved,3/8/2025,37,2,G. Lee
T0021344,C14817,11/2/2025,Billing,Medium,Open,,,,C. Nguyen
T0021345,C04488,6/28/2025,Service Quality,Medium,Closed ,6/28/2025,22,5,E. Wilson
T0021346,C12941,3/16/2025,Technical,Medium,Open,,,3,G. Lee
T0021347,C17623,2/1/2025,Technical,Medium,Resolved,2/1/2025, 10 , 5 ,B. Patel
T0021348,C03714,12/4/2025,Service Quality,Low,Closed,12/6/2025,66,,F. Brown
T0021349,C12051,4/23/2025,Billing, Medium,Closed,"Apr 24, 2025",43,2,F. Brown
T0021350,C06473,10/8/2025,Account Access,Low,Resolved,10/12/2025,99,3,B. Patel
T0021351,C09562,6/22/2026,Technical,Urgent,Closed,6/23/2026,24,,A. Chen
T0021352,C02151,"May 02, 2025",Technical,Medium,Closed,5/2/2025,22,,C. Nguyen
T0021353,C12686,6/14/2026,Billing,Low,Closed,"Jun 15, 2026",36,4,C. Nguyen
T0021354,C17406,8/4/2025,Technical,Low,Closed,8/5/2025,26,3,E. Wilson
T0021355,C12872,6/7/2025,TECHNICAL,Low,Closed,6/16/2025,223,2,D. Garcia
T0021356,C00077,5/4/2025,Billing,Medium,Resolved,5/4/2025,19,1,G. Lee
T0021357,C03911,4/11/2026,Billing,Medium,Resolved,4/11/2026,19,3,F. Brown
T0021358,C05044,1/7/2026,Technical,Low,Closed,"Jan 11, 2026",119,5,F. Brown
T0021359,C02084,9/28/2025, Technical,Urgent,Closed,9/29/2025,29,,H. Martinez
T0021360,C04500,"Apr 15, 2026",Service Quality,Medium,Closed,"Apr 15, 2026",17,,C. Nguyen
T0021361,C00169,3/30/2025,Cancellation,  High  ,Resolved,3/31/2025,24,1,A. Chen
T0021362,C16155,8/5/2025,Billing,Low,Resolved,"Aug 07, 2025",55,3,D. Garcia
T0021363,C01743,3/21/2025,Technical,Low,Closed,"Mar 23, 2025",70,3,E. Wilson
T0021364,C14039,"May 09, 2026",Technical,Medium,Resolved,5/10/2026,38,1,E. Wilson
T0021365,C01781,1/28/2026,Technical,Low,CLOSED,1/29/2026,44,2,G. Lee
T0021366,C05522,5/27/2026,Service Quality,Urgent,Open,,,1,B. Patel
T0021367,C14864,"Jan 28, 2026",Technical,Urgent,Open,,,3,H. Martinez
T0021368,C04922,4/26/2026,Cancellation,Low,Resolved,"Apr 28, 2026",51,2,G. Lee
T0021369,C09780,5/18/2026,Plan Change ,Low,Resolved,"May 18, 2026",19,5,D. Garcia
T0021370,C12750,"Apr 17, 2025",Account Access,Medium,Closed,4/18/2025, 44 ,2,H. Martinez
T0021371,C07081,"May 21, 2025",Account Access,Medium,Resolved,5/23/2025,55,4,D. Garcia
T0021372,C04273,2/23/2025,Service Quality,Low,Resolved,2/23/2025,16,3,C. Nguyen
T0021373,C14312,5/5/2026,Plan Change,Low,Closed,"May 07, 2026",51,2,F. Brown
T0021374,C09032,2/18/2026,Cancellation,Low,Closed,2/19/2026,28,4,f. brown
T0021375,C13660,11/24/2025,Service Quality,Low,Resolved,11/26/2025,57,4,D. Garcia
T0021376,C11968,8/10/2025,Service Quality,Urgent,Open,,,1,E. Wilson
T0021377,C08655,"Feb 09, 2025",Technical,Medium,Resolved,2/19/2025,240,1,A. Chen
T0021378,C14814,2/16/2025,Technical,Low,Resolved,2/19/2025,90,4,D. Garcia
T0021379,C04877,"Aug 07, 2025",Account Access,Medium,Closed,8/7/2025,14,4,F. Brown
T0021380,C03353,4/19/2025,Cancellation,High,Resolved,4/21/2025,69,4,D. GARCIA
T0021381,C05176,3/2/2025,Billing,Low,Closed,3/4/2025,71,1,D. Garcia
T0021382,C14334,6/15/2025,Cancellation,Urgent,Open,,,2,D. Garcia
T0021383,C15140,2/8/2026,Billing,Low,Closed,2/9/2026,29,5,D. Garcia
T0021384, C09835 ,6/26/2026,Technical,Medium,Resolved,"Jun 27, 2026",25,,H. Martinez
T0021385,C17006,2/13/2026,Billing,High,Resolved,2/13/2026,8,3,C. Nguyen
T0021386,C05267,4/11/2025,Technical,High,Closed,4/12/2025,39,2,H. Martinez
T0021387,C09066,7/21/2025,TECHNICAL,Medium,Open,,,2,F. Brown
T0021388,C00047,"May 24, 2025",billing,LOW,Resolved,"May 24, 2025",22,5,F. Brown
T0021389,C16869,8/24/2025,Technical,Medium,Closed,"Aug 26, 2025",51,5,H. Martinez
T0021390,C09341,10/20/2025,Service Quality,Medium,Closed,10/20/2025,10, 5 ,F. Brown
T0021391,C11205,"Apr 03, 2026",Plan Change,Medium,Open,,,1,B. Patel
T0021392, C00625,3/26/2025,Cancellation,High,Closed,"Mar 27, 2025",27,2,A. Chen
T0021393,C05929,8/26/2025,Billing,Medium,Open,,,3,D. Garcia
T0021394,C08143,6/7/2026,Account Access,Low,Open,,,4,A. Chen
T0021395,C05356,7/23/2025,Technical,Urgent,Closed,7/25/2025,53,1,C. Nguyen
T0021396, C05049,2/26/2026,Service Quality,Medium,Resolved,3/1/2026,76,4,A. Chen
T0021397,C05618,1/23/2026,Cancellation,Low,Closed,1/23/2026,21,5, E. Wilson 
T0021398,C03179,11/22/2025,Service Quality,Medium,Open,,,1,E. Wilson
T0021399,C09936,6/21/2025,Billing ,Urgent,Resolved,6/21/2025,12,4,F. Brown
T0021400,C04402,12/25/2025,Technical,Low,Closed,"Jan 01, 2026",171,2,F. Brown
T0021401,C16636,6/1/2026,Service Quality,Low,Resolved,6/3/2026,66,,D. Garcia
T0021402,C10437,6/11/2025,Service Quality,Medium,Open,,,1,D. Garcia	
T0021403,C14630,1/27/2026,Technical,Low,Resolved,2/2/2026,158,4,A. Chen
T0021404,C16304,4/14/2025,Plan Change,Medium,Resolved,4/14/2025,15,,H. Martinez
T0021405, C04475,1/29/2025,Account Access,High,Resolved,"Jan 29, 2025",21,1,C. Nguyen
T0021406,C10569,12/11/2025,Technical,Medium,Closed,12/15/2025,103,1,B. Patel	
T0021407, C14629,1/29/2026,Plan Change,Medium,Open,,,2,B. Patel
T0021408,C05082,"Apr 12, 2026",Service Quality,High,Resolved,4/12/2026,4,4,F. Brown
T0021409,C17227,10/11/2025,Cancellation,Medium,Closed,10/12/2025,27,4,e. wilson
T0021410,C07258,2/27/2025,Plan Change,Low,Closed,"Feb 27, 2025",8 hrs,2,G. Lee
T0021411,C04690,"Jun 08, 2025",Technical,High,Resolved,6/9/2025,41 hrs,2,D. Garcia
T0021412,C17092,11/8/2025,billing,Medium,Resolved,11/10/2025,63 hrs,5,G. Lee
T0021413,C07462,"Feb 06, 2026",Account Access,Medium,Closed,2/9/2026,79,,F. Brown
T0021414,C02633,3/5/2026,Service Quality,Low,Closed,3/7/2026,62,,D. Garcia
T0021415,C13586,11/5/2025,Billing,High,Open,,,2,B. Patel
T0021416,C03344,"Aug 11, 2025",Account Access,Medium,Closed,"Aug 12, 2025",33,3,H. Martinez
T0021417,C12903,3/29/2025,Billing,High,Closed,3/29/2025,22,,C. Nguyen
T0021418,C06554,8/25/2025,Billing,Medium,Open,,,,H. Martinez
T0021419,C05816,3/9/2026,Service Quality,High,Open,,,1,D. Garcia
T0021420,C07294,8/15/2025,Service Quality,Low,Closed,"Aug 16, 2025",46,4,A. Chen
T0021421,C15033,5/9/2025,Technical,High,Resolved,5/9/2025,14,4,H. Martinez
T0021422,C16225,2/16/2026,Billing,Low,Resolved,"Feb 17, 2026",30,1,A. Chen
T0021423,C01346,9/24/2025,Cancellation,High,Closed,9/24/2025,17,3,B. Patel
T0021424,C00392,7/28/2025,Service Quality,High,Resolved,7/29/2025,39,4,F. Brown
T0021425,C05422,6/26/2025,Service Quality,High,Closed,"Jun 26, 2025",10,2,G. Lee
T0021426,C02118,6/14/2026,Cancellation,Low,Closed,6/16/2026,55,4,G. Lee
T0021427,C02492,"Jul 28, 2025",Billing,Low,Resolved,7/29/2025,32,3,H. Martinez
T0021428,C00425,8/14/2025,Billing,Low,Closed,8/14/2025,20,,D. Garcia
T0021429,C02231,"Mar 14, 2026",Technical,Low,Closed,3/18/2026,97,2,A. Chen
T0021430,C03102,"May 03, 2025",Service Quality,Medium,Resolved,5/4/2025,28,5,H. Martinez
T0021431,C06294,5/29/2026,Cancellation,Medium,Resolved,5/29/2026,11,5,E. WILSON
T0021432,C12224,2/12/2025,Cancellation,Medium,Resolved,2/12/2025,23,,G. Lee
T0021433,C11626,2/19/2025,Technical,Medium,Open,,,4,G. Lee
T0021434,C02451,4/22/2025,Account Access,Medium,Resolved,4/22/2025,17,,A. Chen
T0021435,C10264,4/25/2025,Plan Change,Low,Resolved,4/29/2025,104,5,D. Garcia
T0021436,C02765,2/24/2025,Cancellation,Low,Resolved,2/25/2025,34,5,G. Lee
T0021437,C01195,7/5/2025,Technical,High,Open,,,3,F. Brown
T0021438,C08305,11/16/2025,Technical,Medium,Closed ,11/16/2025, 1 ,,D. Garcia
T0021439,C05502,6/10/2025,Cancellation,medium,Resolved,6/10/2025,21,3,D. Garcia
T0021440,C14182,1/31/2025,Account Access,Low,Closed,2/4/2025,101,4,H. Martinez
T0021441,C07771,5/29/2025,Plan Change,Low,Closed,5/29/2025,17,,F. Brown
T0021442,C12540,6/25/2026,Service Quality,Low,Resolved,"Jun 27, 2026",61,4,F. Brown
T0021443,C11226,4/15/2026,Service Quality,High,Resolved,"Apr 14, 2026",5,5,G. Lee
T0021444,C05245,1/1/2025,Technical,Low,Closed,1/2/2025,46,,G. Lee
T0021445,C11321,10/27/2025,Account Access,Low,Closed,10/31/2025,98,3,A. Chen
T0021446,C07805,6/27/2025,Technical,Medium,Closed,7/1/2025, 102 ,,H. Martinez
T0021447,C00674,12/30/2025,Account Access,Low,Open,,,,G. Lee
T0021448,C14948,"May 05, 2026",Service Quality,High,Resolved,5/5/2026,12,1,D. GARCIA
T0021449,C13488,"Apr 19, 2025",Technical,Medium,Open,,,2,A. Chen
T0021450,C13693,10/8/2025,Plan Change,Medium,Closed,"Oct 08, 2025",6,,G. Lee
T0021451,C14054,"Jan 18, 2025",Service Quality,Medium,Closed,1/20/2025,70,,B. Patel
T0021452,C16239,6/22/2026,Service Quality,Medium,closed,"Jun 22, 2026",11,5,G. Lee
T0021453,C09860,6/21/2025,Plan Change,Low,Closed,6/21/2025,16,,F. Brown
T0021454,C16911,1/22/2025,Billing,Medium,Closed,"Jan 24, 2025",55,4,F. Brown
T0021455,C07535,1/20/2025,Account Access,High,Resolved,1/20/2025,4,5,E. Wilson
T0021456,C17572,3/12/2025,Service Quality,Low,Resolved,3/13/2025,35,,F. Brown
T0021457,C16532,4/12/2026,Account Access,Low,Closed,"Apr 15, 2026",72,3,C. Nguyen
T0021458,C07182,3/31/2025,Technical,Low,Resolved,4/3/2025,83,3,E. Wilson
T0021459,C17351,"Apr 13, 2025",Service Quality,High,Resolved,"Apr 13, 2025",21,,A. Chen
T0021460,C11256,"May 22, 2025",Service Quality,Low,Closed,5/26/2025,109,3,C. Nguyen
T0021461,C00885,4/8/2026,Service Quality,Low,Resolved,4/10/2026,51,4,D. Garcia
T0021462,C12801,3/6/2026,Technical,Medium,Resolved,3/9/2026,73,5,C. Nguyen
T0021463,C03991,4/8/2025,Technical,Medium,Closed,4/9/2025,37 hrs,,C. Nguyen
T0021464,C02598,"Mar 12, 2025",Cancellation,Medium,Closed,3/14/2025,54,4,F. Brown
T0021465,C14043,5/25/2025,Technical,Urgent,Open,,,3,G. Lee
T0021466,C07835,4/13/2025,Cancellation,Medium,Closed,4/13/2025,8,5,G. Lee
T0021467,C09601,4/20/2026,Technical,Low,Resolved,4/21/2026,35,3,G. Lee	
T0021468,C10279,"Jun 06, 2026",Plan Change,Urgent,Closed,6/6/2026,8,5,G. Lee
T0021469,C04542,7/2/2025,Service Quality,Low,Open,,,2,C. Nguyen
T0021470,C08959,1/21/2026,Billing,Low,Closed,1/23/2026,57,4,C. Nguyen
T0021471,C00038,8/19/2025,Cancellation,High,Open,,,1,F. Brown
T0021472, C00839,1/21/2025,Technical,Low,Closed,1/25/2025,103,,C. Nguyen
T0021473,C00545,"Jan 07, 2026",Technical,High,Resolved,"Jan 11, 2026",108,2,G. Lee
T0021474,C09739,9/28/2025,Service Quality,Low,Closed,9/28/2025,23,2,H. Martinez
T0021475,C17840,10/12/2025,Account Access,Low,Open,,,,C. Nguyen
T0021476,C07479,8/18/2025,Cancellation,Medium,Closed,8/19/2025,47,4,E. Wilson
T0021477,C00373,3/1/2025,Billing,Low,Open,,,,C. Nguyen
T0021478,C14500,"Jan 29, 2026",Plan Change,Medium,Closed,1/29/2026,19,,B. Patel
T0021479,C06052,1/3/2026,Technical,High,Closed,1/7/2026,97,3,B. Patel
T0021480,C05583,12/17/2025,Plan Change,Medium,Resolved,12/20/2025,84,3,G. Lee
T0021481, C15232,"Sep 11, 2025",Technical,High,Closed,9/13/2025,48,4,F. Brown
T0021482,C16157,4/10/2026,Service Quality, Medium,Resolved,"Apr 12, 2026",66,4,F. Brown
T0021483,C01029,6/9/2026,Account Access,Low,Closed,"Jun 09, 2026",7,4,C. NGUYEN
T0021484,C15607,"Dec 29, 2025",Service Quality,Medium,Resolved,1/2/2026,104,1,B. Patel
T0021485,C15673,1/30/2025,Service Quality,Medium,Open,,,1,C. Nguyen
T0021486,C09103,10/11/2025,Billing,Medium,Open,,,2,D. Garcia
T0021487,C04421,1/16/2026,Service Quality,Low,Resolved,1/21/2026,125,2,A. Chen
T0021488,C14581,"Jan 16, 2026",Technical,High,Resolved,1/16/2026,11,5,H. Martinez
T0021489,C16075,12/9/2025,Service Quality,Low,Resolved,12/10/2025,38,4,D. Garcia
T0021490,C11129,2/28/2026,Billing,Medium,Closed,3/3/2026,79,3,F. Brown
T0021491,C02010,9/22/2025,Service Quality,Low,Resolved,9/24/2025,59,4,D. Garcia
T0021492,C14560,7/4/2025,Cancellation,Medium,Closed,7/5/2025,35 hrs,,B. Patel
T0021493,C16782,6/30/2025,Technical,Medium,Open,,,,E. Wilson
T0021494,C13316,12/3/2025,Cancellation,Low,Open,,,1,G. Lee
T0021495,C09767,2/21/2026,Billing,Low,Resolved,"Feb 24, 2026",87,,D. Garcia
T0021496,C11665,4/10/2025,Cancellation,LOW,Resolved,4/11/2025,26,5,F. Brown
T0021497,C03713,"Jul 19, 2025",Technical,Medium,Resolved,7/25/2025,147,4,G. Lee
T0021498,C06697,9/14/2025,Technical,High,Open,,,,G. Lee
T0021499,C05235,"Oct 28, 2025",Billing,High,Closed,10/29/2025,32 hrs,4,C. Nguyen
T0021500,C05451,"Oct 04, 2025",Service Quality,  High  ,Open,,,1,C. Nguyen
T0021501,C16818,10/18/2025,Plan Change,Medium,Open,,,1,H. Martinez
T0021502,C00517,4/9/2026,Service Quality ,Urgent,Resolved,4/10/2026,35,3,B. Patel
T0021503,C10151,"Nov 19, 2025",Cancellation,Low,Resolved,11/20/2025,25,1,H. Martinez	
T0021504,C04987,7/21/2025,Technical,Medium,Resolved,7/23/2025,49,4,G. Lee
T0021505, C01069,3/4/2026,Service Quality,Medium,Closed,3/5/2026,41,3,F. Brown
T0021506,C05632,"Dec 11, 2025",Technical,High,Resolved,12/12/2025,37,3,F. Brown
T0021507,C15688,7/30/2025,Account Access,Low,Resolved,"Jul 31, 2025",41,3,H. Martinez
T0021508,C02380,4/2/2026,Cancellation,Low,Resolved,4/2/2026,9,3,A. Chen
T0021509,C11453,3/3/2025,Plan Change,Low,Closed,3/3/2025,16,,H. Martinez
T0021510,C04523,"Jul 21, 2025",Account Access,Medium,Resolved,7/23/2025,56,5,E. Wilson
T0021511,C00167,10/13/2025,Cancellation,Low,Closed,10/14/2025,44,1,F. Brown
T0021512,C17519,5/25/2025,Technical,Medium,Closed,5/31/2025,165,5,G. Lee
T0021513,C08897,4/30/2026,Technical,High,Closed,5/4/2026,107,3,G. Lee
T0021514,C04342,"Jan 29, 2026",Cancellation,High,Resolved,1/29/2026,15,3,C. Nguyen
T0021515,C04410,4/7/2025,Billing,Medium,Closed,4/12/2025,124,,E. Wilson
T0021516,C02567,"Jan 01, 2025",Technical,Medium,Resolved,"Jan 10, 2025",217,4,B. Patel
T0021517,C04245,4/27/2025,Billing,Medium,Resolved,5/3/2025,154,3,A. Chen
T0021518,C02385,"May 20, 2025",Service Quality,Low,Open,,,1,F. Brown
T0021519,C11421,6/3/2026,Billing,Low,Resolved,6/6/2026,94,3,C. Nguyen
T0021520,C06521,"Oct 02, 2025",Billing,Medium,Resolved,10/5/2025,79,5,A. CHEN
T0021521,C03359,11/25/2025,Service Quality,High,  Resolved  ,11/26/2025,40,2,H. Martinez
T0021522,C04773,2/18/2026,Service Quality,Low,Resolved,2/21/2026,79 hrs,1,B. Patel
T0021523,C03283,4/10/2026,Billing,Medium,Resolved,4/10/2026,16,5,B. Patel
